title,description,diet_tags
Oatmeal with banana & whey,"Rolled oats, milk, banana, whey protein",balanced
النظام	المرحلة	نوع الوجبة	اسم الوجبة	مكون	كمية (جم)	سعرات حرارية	بروتين (جم)	كربوهيدرات (جم)	دهون (جم)
وزن ثابت	47	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 47	لبن زبادي قليل الدسم	292	146	14.6	17.5	0.7
وزن ثابت	48	فطار	شوفان - فطار - وزن ثابت مرحلة 48	شوفان	58.8	220.5	7.3	39.7	4.4
وزن ثابت	48	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 48	أرز بسمتي	220.5	793.8	13.2	176.4	2.2
وزن ثابت	48	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 48	سلطة خضراء	147	29.4	1.5	5.9	0
وزن ثابت	48	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 48	مكسرات (لوز)	44.1	255.8	8.8	8.8	22.1
وزن ثابت	49	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 49	بيض مسلوق	148	229.4	19.2	1.6	16.3
وزن ثابت	49	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 49	صدر دجاج مشوي	222	365.6	68.1	0	7.4
وزن ثابت	49	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 49	سمك مشوي	222	343.4	37	0	20.7
وزن ثابت	49	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 49	لبن زبادي قليل الدسم	296	148	14.8	17.8	0.7
وزن ثابت	50	فطار	شوفان - فطار - وزن ثابت مرحلة 50	شوفان	59.6	223.5	7.5	40.2	4.5
وزن ثابت	50	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 50	أرز بسمتي	223.5	804.6	13.4	178.8	2.2
وزن ثابت	50	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 50	سلطة خضراء	149	29.8	1.5	6	0
وزن ثابت	50	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 50	مكسرات (لوز)	44.7	259.3	8.9	8.9	22.4
وزن ثابت	51	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 51	بيض مسلوق	150	232.5	19.5	1.7	16.5
وزن ثابت	51	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 51	صدر دجاج مشوي	225	370.5	69	0	7.5
وزن ثابت	51	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 51	سمك مشوي	225	348	37.5	0	21
وزن ثابت	51	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 51	لبن زبادي قليل الدسم	300	150	15	18	0.8
وزن ثابت	52	فطار	شوفان - فطار - وزن ثابت مرحلة 52	شوفان	60.4	226.5	7.5	40.8	4.5
وزن ثابت	52	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 52	أرز بسمتي	226.5	815.4	13.6	181.2	2.3
وزن ثابت	52	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 52	سلطة خضراء	151	30.2	1.5	6	0
وزن ثابت	52	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 52	مكسرات (لوز)	45.3	262.7	9.1	9.1	22.6
وزن ثابت	53	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 53	بيض مسلوق	152	235.6	19.8	1.7	16.7
وزن ثابت	53	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 53	صدر دجاج مشوي	228	375.4	69.9	0	7.6
وزن ثابت	53	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 53	سمك مشوي	228	352.6	38	0	21.3
وزن ثابت	53	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 53	لبن زبادي قليل الدسم	304	152	15.2	18.2	0.8
وزن ثابت	54	فطار	شوفان - فطار - وزن ثابت مرحلة 54	شوفان	61.2	229.5	7.7	41.3	4.6
وزن ثابت	54	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 54	أرز بسمتي	229.5	826.2	13.8	183.6	2.3
وزن ثابت	54	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 54	سلطة خضراء	153	30.6	1.5	6.1	0
وزن ثابت	54	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 54	مكسرات (لوز)	45.9	266.2	9.2	9.2	22.9
وزن ثابت	55	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 55	بيض مسلوق	154	238.7	20	1.7	16.9
وزن ثابت	55	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 55	صدر دجاج مشوي	231	380.4	70.8	0	7.7
وزن ثابت	55	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 55	سمك مشوي	231	357.3	38.5	0	21.6
وزن ثابت	55	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 55	لبن زبادي قليل الدسم	308	154	15.4	18.5	0.8
وزن ثابت	56	فطار	شوفان - فطار - وزن ثابت مرحلة 56	شوفان	62	232.5	7.8	41.9	4.7
وزن ثابت	56	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 56	أرز بسمتي	232.5	837	14	186	2.3
وزن ثابت	56	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 56	سلطة خضراء	155	31	1.6	6.2	0
وزن ثابت	56	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 56	مكسرات (لوز)	46.5	269.7	9.3	9.3	23.2
وزن ثابت	57	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 57	بيض مسلوق	156	241.8	20.3	1.7	17.2
وزن ثابت	57	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 57	صدر دجاج مشوي	234	385.3	71.8	0	7.8
وزن ثابت	57	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 57	سمك مشوي	234	361.9	39	0	21.8
وزن ثابت	57	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 57	لبن زبادي قليل الدسم	312	156	15.6	18.7	0.8
وزن ثابت	58	فطار	شوفان - فطار - وزن ثابت مرحلة 58	شوفان	62.8	235.5	7.9	42.4	4.7
وزن ثابت	58	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 58	أرز بسمتي	235.5	847.8	14.1	188.4	2.4
وزن ثابت	58	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 58	سلطة خضراء	157	31.4	1.6	6.3	0
وزن ثابت	58	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 58	مكسرات (لوز)	47.1	273.2	9.4	9.4	23.6
وزن ثابت	59	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 59	بيض مسلوق	158	244.9	20.5	1.7	17.4
وزن ثابت	59	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 59	صدر دجاج مشوي	237	390.3	72.7	0	7.9
وزن ثابت	59	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 59	سمك مشوي	237	366.6	39.5	0	22.1
وزن ثابت	59	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 59	لبن زبادي قليل الدسم	316	158	15.8	19	0.8
وزن ثابت	60	فطار	شوفان - فطار - وزن ثابت مرحلة 60	شوفان	63.6	238.5	7.9	42.9	4.8
وزن ثابت	60	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 60	أرز بسمتي	238.5	858.6	14.3	190.8	2.4
وزن ثابت	60	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 60	سلطة خضراء	159	31.8	1.6	6.4	0
وزن ثابت	60	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 60	مكسرات (لوز)	47.7	276.7	9.5	9.5	23.8
وزن ثابت	61	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 61	بيض مسلوق	160	248	20.8	1.8	17.6
وزن ثابت	61	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 61	صدر دجاج مشوي	240	395.2	73.6	0	8
وزن ثابت	61	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 61	سمك مشوي	240	371.2	40	0	22.4
وزن ثابت	61	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 61	لبن زبادي قليل الدسم	320	160	16	19.2	0.8
وزن ثابت	62	فطار	شوفان - فطار - وزن ثابت مرحلة 62	شوفان	64.4	241.5	8	43.5	4.8
وزن ثابت	62	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 62	أرز بسمتي	241.5	869.4	14.5	193.2	2.4
وزن ثابت	62	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 62	سلطة خضراء	161	32.2	1.6	6.4	0
وزن ثابت	62	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 62	مكسرات (لوز)	48.3	280.1	9.7	9.7	24.1
وزن ثابت	63	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 63	بيض مسلوق	162	251.1	21.1	1.8	17.8
وزن ثابت	63	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 63	صدر دجاج مشوي	243	400.1	74.5	0	8.1
وزن ثابت	63	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 63	سمك مشوي	243	375.8	40.5	0	22.7
وزن ثابت	63	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 63	لبن زبادي قليل الدسم	324	162	16.2	19.4	0.8
وزن ثابت	64	فطار	شوفان - فطار - وزن ثابت مرحلة 64	شوفان	65.2	244.5	8.1	44	4.9
وزن ثابت	64	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 64	أرز بسمتي	244.5	880.2	14.7	195.6	2.4
وزن ثابت	64	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 64	سلطة خضراء	163	32.6	1.6	6.5	0
وزن ثابت	64	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 64	مكسرات (لوز)	48.9	283.6	9.8	9.8	24.4
وزن ثابت	65	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 65	بيض مسلوق	164	254.2	21.3	1.8	18
وزن ثابت	65	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 65	صدر دجاج مشوي	246	405.1	75.4	0	8.2
وزن ثابت	65	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 65	سمك مشوي	246	380.5	41	0	23
وزن ثابت	65	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 65	لبن زبادي قليل الدسم	328	164	16.4	19.7	0.8
وزن ثابت	66	فطار	شوفان - فطار - وزن ثابت مرحلة 66	شوفان	66	247.5	8.2	44.5	4.9
وزن ثابت	66	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 66	أرز بسمتي	247.5	891	14.8	198	2.5
وزن ثابت	66	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 66	سلطة خضراء	165	33	1.6	6.6	0
وزن ثابت	66	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 66	مكسرات (لوز)	49.5	287.1	9.9	9.9	24.8
وزن ثابت	67	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 67	بيض مسلوق	166	257.3	21.6	1.8	18.3
وزن ثابت	67	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 67	صدر دجاج مشوي	249	410	76.4	0	8.3
وزن ثابت	67	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 67	سمك مشوي	249	385.1	41.5	0	23.2
وزن ثابت	67	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 67	لبن زبادي قليل الدسم	332	166	16.6	19.9	0.8
وزن ثابت	68	فطار	شوفان - فطار - وزن ثابت مرحلة 68	شوفان	66.8	250.5	8.3	45.1	5
وزن ثابت	68	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 68	أرز بسمتي	250.5	901.8	15	200.4	2.5
وزن ثابت	68	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 68	سلطة خضراء	167	33.4	1.7	6.7	0
وزن ثابت	68	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 68	مكسرات (لوز)	50.1	290.6	10	10	25
وزن ثابت	69	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 69	بيض مسلوق	168	260.4	21.8	1.8	18.5
وزن ثابت	69	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 69	صدر دجاج مشوي	252	415	77.3	0	8.4
وزن ثابت	69	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 69	سمك مشوي	252	389.8	42	0	23.5
وزن ثابت	69	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 69	لبن زبادي قليل الدسم	336	168	16.8	20.2	0.8
وزن ثابت	70	فطار	شوفان - فطار - وزن ثابت مرحلة 70	شوفان	67.6	253.5	8.4	45.6	5.1
وزن ثابت	70	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 70	أرز بسمتي	253.5	912.6	15.2	202.8	2.5
وزن ثابت	70	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 70	سلطة خضراء	169	33.8	1.7	6.8	0
وزن ثابت	70	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 70	مكسرات (لوز)	50.7	294.1	10.1	10.1	25.3
وزن ثابت	71	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 71	بيض مسلوق	170	263.5	22.1	1.9	18.7
وزن ثابت	71	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 71	صدر دجاج مشوي	255	419.9	78.2	0	8.5
وزن ثابت	71	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 71	سمك مشوي	255	394.4	42.5	0	23.8
وزن ثابت	71	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 71	لبن زبادي قليل الدسم	340	170	17	20.4	0.9
وزن ثابت	72	فطار	شوفان - فطار - وزن ثابت مرحلة 72	شوفان	68.4	256.5	8.6	46.2	5.1
وزن ثابت	72	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 72	أرز بسمتي	256.5	923.4	15.4	205.2	2.6
وزن ثابت	72	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 72	سلطة خضراء	171	34.2	1.7	6.8	0
وزن ثابت	72	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 72	مكسرات (لوز)	51.3	297.5	10.3	10.3	25.6
وزن ثابت	73	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 73	بيض مسلوق	172	266.6	22.4	1.9	18.9
وزن ثابت	73	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 73	صدر دجاج مشوي	258	424.8	79.1	0	8.6
وزن ثابت	73	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 73	سمك مشوي	258	399	43	0	24.1
وزن ثابت	73	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 73	لبن زبادي قليل الدسم	344	172	17.2	20.6	0.9
وزن ثابت	74	فطار	شوفان - فطار - وزن ثابت مرحلة 74	شوفان	69.2	259.5	8.7	46.7	5.2
وزن ثابت	74	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 74	أرز بسمتي	259.5	934.2	15.6	207.6	2.6
وزن ثابت	74	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 74	سلطة خضراء	173	34.6	1.7	6.9	0
وزن ثابت	74	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 74	مكسرات (لوز)	51.9	301	10.4	10.4	25.9
وزن ثابت	75	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 75	بيض مسلوق	174	269.7	22.6	1.9	19.1
وزن ثابت	75	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 75	صدر دجاج مشوي	261	429.8	80	0	8.7
وزن ثابت	75	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 75	سمك مشوي	261	403.7	43.5	0	24.4
وزن ثابت	75	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 75	لبن زبادي قليل الدسم	348	174	17.4	20.9	0.9
وزن ثابت	76	فطار	شوفان - فطار - وزن ثابت مرحلة 76	شوفان	70	262.5	8.8	47.2	5.2
وزن ثابت	76	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 76	أرز بسمتي	262.5	945	15.8	210	2.6
وزن ثابت	76	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 76	سلطة خضراء	175	35	1.8	7	0
وزن ثابت	76	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 76	مكسرات (لوز)	52.5	304.5	10.5	10.5	26.2
وزن ثابت	77	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 77	بيض مسلوق	176	272.8	22.9	1.9	19.4
وزن ثابت	77	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 77	صدر دجاج مشوي	264	434.7	81	0	8.8
وزن ثابت	77	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 77	سمك مشوي	264	408.3	44	0	24.6
وزن ثابت	77	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 77	لبن زبادي قليل الدسم	352	176	17.6	21.1	0.9
وزن ثابت	78	فطار	شوفان - فطار - وزن ثابت مرحلة 78	شوفان	70.8	265.5	8.8	47.8	5.3
وزن ثابت	78	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 78	أرز بسمتي	265.5	955.8	15.9	212.4	2.7
وزن ثابت	78	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 78	سلطة خضراء	177	35.4	1.8	7.1	0
وزن ثابت	78	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 78	مكسرات (لوز)	53.1	308	10.6	10.6	26.6
وزن ثابت	79	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 79	بيض مسلوق	178	275.9	23.1	2	19.6
وزن ثابت	79	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 79	صدر دجاج مشوي	267	439.7	81.9	0	8.9
وزن ثابت	79	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 79	سمك مشوي	267	413	44.5	0	24.9
وزن ثابت	79	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 79	لبن زبادي قليل الدسم	356	178	17.8	21.4	0.9
وزن ثابت	80	فطار	شوفان - فطار - وزن ثابت مرحلة 80	شوفان	71.6	268.5	8.9	48.3	5.4
وزن ثابت	80	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 80	أرز بسمتي	268.5	966.6	16.1	214.8	2.7
وزن ثابت	80	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 80	سلطة خضراء	179	35.8	1.8	7.2	0
وزن ثابت	80	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 80	مكسرات (لوز)	53.7	311.5	10.7	10.7	26.9
وزن ثابت	81	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 81	بيض مسلوق	180	279	23.4	2	19.8
وزن ثابت	81	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 81	صدر دجاج مشوي	270	444.6	82.8	0	9
وزن ثابت	81	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 81	سمك مشوي	270	417.6	45	0	25.2
وزن ثابت	81	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 81	لبن زبادي قليل الدسم	360	180	18	21.6	0.9
وزن ثابت	82	فطار	شوفان - فطار - وزن ثابت مرحلة 82	شوفان	72.4	271.5	9.1	48.9	5.4
وزن ثابت	82	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 82	أرز بسمتي	271.5	977.4	16.3	217.2	2.7
وزن ثابت	82	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 82	سلطة خضراء	181	36.2	1.8	7.2	0
وزن ثابت	82	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 82	مكسرات (لوز)	54.3	314.9	10.9	10.9	27.2
وزن ثابت	83	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 83	بيض مسلوق	182	282.1	23.7	2	20
وزن ثابت	83	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 83	صدر دجاج مشوي	273	449.5	83.7	0	9.1
وزن ثابت	83	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 83	سمك مشوي	273	422.2	45.5	0	25.5
وزن ثابت	83	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 83	لبن زبادي قليل الدسم	364	182	18.2	21.8	0.9
وزن ثابت	84	فطار	شوفان - فطار - وزن ثابت مرحلة 84	شوفان	73.2	274.5	9.2	49.4	5.5
وزن ثابت	84	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 84	أرز بسمتي	274.5	988.2	16.5	219.6	2.7
وزن ثابت	84	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 84	سلطة خضراء	183	36.6	1.8	7.3	0
وزن ثابت	84	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 84	مكسرات (لوز)	54.9	318.4	11	11	27.5
وزن ثابت	85	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 85	بيض مسلوق	184	285.2	23.9	2	20.2
وزن ثابت	85	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 85	صدر دجاج مشوي	276	454.5	84.6	0	9.2
وزن ثابت	85	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 85	سمك مشوي	276	426.9	46	0	25.8
وزن ثابت	85	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 85	لبن زبادي قليل الدسم	368	184	18.4	22.1	0.9
وزن ثابت	86	فطار	شوفان - فطار - وزن ثابت مرحلة 86	شوفان	74	277.5	9.2	50	5.6
وزن ثابت	86	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 86	أرز بسمتي	277.5	999	16.7	222	2.8
وزن ثابت	86	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 86	سلطة خضراء	185	37	1.9	7.4	0
وزن ثابت	86	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 86	مكسرات (لوز)	55.5	321.9	11.1	11.1	27.8
وزن ثابت	87	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 87	بيض مسلوق	186	288.3	24.2	2	20.5
وزن ثابت	87	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 87	صدر دجاج مشوي	279	459.4	85.6	0	9.3
وزن ثابت	87	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 87	سمك مشوي	279	431.5	46.5	0	26
وزن ثابت	87	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 87	لبن زبادي قليل الدسم	372	186	18.6	22.3	0.9
وزن ثابت	88	فطار	شوفان - فطار - وزن ثابت مرحلة 88	شوفان	74.8	280.5	9.4	50.5	5.6
وزن ثابت	88	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 88	أرز بسمتي	280.5	1009.8	16.8	224.4	2.8
وزن ثابت	88	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 88	سلطة خضراء	187	37.4	1.9	7.5	0
وزن ثابت	88	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 88	مكسرات (لوز)	56.1	325.4	11.2	11.2	28.1
وزن ثابت	89	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 89	بيض مسلوق	188	291.4	24.4	2.1	20.7
وزن ثابت	89	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 89	صدر دجاج مشوي	282	464.4	86.5	0	9.4
وزن ثابت	89	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 89	سمك مشوي	282	436.2	47	0	26.3
وزن ثابت	89	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 89	لبن زبادي قليل الدسم	376	188	18.8	22.6	0.9
وزن ثابت	90	فطار	شوفان - فطار - وزن ثابت مرحلة 90	شوفان	75.6	283.5	9.5	51	5.7
وزن ثابت	90	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 90	أرز بسمتي	283.5	1020.6	17	226.8	2.8
وزن ثابت	90	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 90	سلطة خضراء	189	37.8	1.9	7.6	0
وزن ثابت	90	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 90	مكسرات (لوز)	56.7	328.9	11.3	11.3	28.4
وزن ثابت	91	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 91	بيض مسلوق	190	294.5	24.7	2.1	20.9
وزن ثابت	91	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 91	صدر دجاج مشوي	285	469.3	87.4	0	9.5
وزن ثابت	91	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 91	سمك مشوي	285	440.8	47.5	0	26.6
وزن ثابت	91	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 91	لبن زبادي قليل الدسم	380	190	19	22.8	0.9
وزن ثابت	92	فطار	شوفان - فطار - وزن ثابت مرحلة 92	شوفان	76.4	286.5	9.6	51.6	5.7
وزن ثابت	92	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 92	أرز بسمتي	286.5	1031.4	17.2	229.2	2.9
وزن ثابت	92	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 92	سلطة خضراء	191	38.2	1.9	7.6	0
وزن ثابت	92	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 92	مكسرات (لوز)	57.3	332.3	11.5	11.5	28.7
وزن ثابت	93	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 93	بيض مسلوق	192	297.6	25	2.1	21.1
وزن ثابت	93	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 93	صدر دجاج مشوي	288	474.2	88.3	0	9.6
وزن ثابت	93	عشاء	سمك مشوي - عشاء - وزن ثابت مرحلة 93	سمك مشوي	288	445.4	48	0	26.9
وزن ثابت	93	وجبة إضافية	لبن زبادي قليل الدسم - وجبة إضافية - وزن ثابت مرحلة 93	لبن زبادي قليل الدسم	384	192	19.2	23	1
وزن ثابت	94	فطار	شوفان - فطار - وزن ثابت مرحلة 94	شوفان	77.2	289.5	9.7	52.1	5.8
وزن ثابت	94	غداء	أرز بسمتي - غداء - وزن ثابت مرحلة 94	أرز بسمتي	289.5	1042.2	17.4	231.6	2.9
وزن ثابت	94	عشاء	سلطة خضراء - عشاء - وزن ثابت مرحلة 94	سلطة خضراء	193	38.6	1.9	7.7	0
وزن ثابت	94	وجبة إضافية	مكسرات (لوز) - وجبة إضافية - وزن ثابت مرحلة 94	مكسرات (لوز)	57.9	335.8	11.6	11.6	29
وزن ثابت	95	فطار	بيض مسلوق - فطار - وزن ثابت مرحلة 95	بيض مسلوق	194	300.7	25.2	2.1	21.3
وزن ثابت	95	غداء	صدر دجاج مشوي - غداء - وزن ثابت مرحلة 95	صدر دجاج مشوي	291	479.2	89.2	0	9.7
